steps,price_binomial,error_vs_bs,error_vs_mc
10,9.972502478814421,-0.21462861903051866,-0.18856895319281008
25,10.270722531604687,0.08359143375974654,0.10965109959745512
50,10.143707384620324,-0.04342371322461602,-0.017364047386907444
100,10.165391025137508,-0.02174007270743239,0.004319593130276189
250,10.178428426246983,-0.008702671597957234,0.017356994239751344
500,10.182778665800829,-0.004352432044111509,0.02170723379359707
1000,10.184954608776343,-0.0021764890685975757,0.023883176769111003
