n_sim,mean_price,std_price,ci95_half_width
1000,10.066164817712025,0.39509277127528736,0.17315704162210246
2500,10.140597684219669,0.3112537336462194,0.13641296330997776
5000,10.165668240278224,0.18805900038271608,0.08242049089273677
10000,10.163365447913632,0.17804187201916746,0.07803029082053053
25000,10.198782813133827,0.10267547963499608,0.04499951300890432
50000,10.18569800534285,0.06959937185342721,0.03050326962448756
100000,10.18673476611122,0.04424069687899075,0.019389340296303674
